iter	Logloss
546	0.02277349819
547	0.022703949
548	0.02268085602
549	0.02256819369
550	0.02249528037
551	0.02241268578
552	0.02237211303
553	0.02230369299
554	0.02230368157
555	0.02225031242
556	0.02222943821
557	0.02211418373
558	0.02208071143
559	0.02202992401
560	0.02192661862
561	0.02186542104
562	0.02186538821
563	0.02180525086
564	0.02174123597
565	0.02168269235
566	0.02161533963
567	0.02157084218
568	0.02152087915
569	0.02145968259
570	0.02133428182
571	0.02130288909
572	0.02118657346
573	0.02112685922
574	0.02107630621
575	0.02101477463
576	0.02096820559
577	0.02092045863
578	0.02089089471
579	0.02089085914
580	0.02082601097
581	0.02075323446
582	0.02070198231
583	0.02063628529
584	0.02060516651
585	0.02059048861
586	0.02056514038
587	0.02046321936
588	0.02041961682
589	0.02038958727
590	0.02038736744
591	0.02034839684
592	0.02034095937
593	0.02032174797
594	0.02024878792
595	0.02012664041
596	0.02007223985
597	0.02004153369
598	0.02000158728
599	0.0199038
600	0.01987578864
601	0.019813181
602	0.01975963673
603	0.0196808506
604	0.01964438248
605	0.0195797103
606	0.01954785275
607	0.01944926052
608	0.01940917996
609	0.01937997682
610	0.01933194346
611	0.01919135038
612	0.01910824786
613	0.01905912836
614	0.01903304838
615	0.01899519703
616	0.01898551248
617	0.01890492337
618	0.01886482695
619	0.01882262964
620	0.01882262895
621	0.01878741122
622	0.01870083379
623	0.0186437763
624	0.01860650347
625	0.01856023985
626	0.01853642024
627	0.01849583203
628	0.01845637247
629	0.01842655572
630	0.01839452757
631	0.0183795689
632	0.01835076092
633	0.01833686477
634	0.01828305432
635	0.01828176503
636	0.01820324487
637	0.01818353571
638	0.01806125511
639	0.01806123082
640	0.0180612256
641	0.01804104769
642	0.01799031549
643	0.01797709936
644	0.01795575442
645	0.01792981103
646	0.01789328304
647	0.01788423051
648	0.01786905132
649	0.01784520858
650	0.01782722128
651	0.01775001822
652	0.01772152108
653	0.01767849386
654	0.01761319188
655	0.01754703061
656	0.01751684595
657	0.01746029593
658	0.01741569765
659	0.01737798906
660	0.01734867555
661	0.01734052052
662	0.01725702466
663	0.01717109728
664	0.01714318431
665	0.01711318318
666	0.01708429704
667	0.01701928431
668	0.0169847694
669	0.01696128863
670	0.01688065457
671	0.01683238093
672	0.01680791238
673	0.01676778195
674	0.01671609688
675	0.01665975141
676	0.01663319556
677	0.01653329508
678	0.01649438803
679	0.01644566781
680	0.016435377
681	0.01641385202
682	0.01636968938
683	0.01630889578
684	0.01624294039
685	0.01619311565
686	0.01615710532
687	0.01612875155
688	0.01608249242
689	0.01604713073
690	0.01600601991
691	0.01599591133
692	0.01598499214
693	0.01594949063
694	0.01593159114
695	0.01588017097
696	0.01583806279
697	0.01581040589
698	0.01574266439
699	0.01571414551
700	0.01567455994
701	0.01563943128
702	0.01561604297
703	0.01557059304
704	0.01554981914
705	0.01547787345
706	0.01543055066
707	0.01539077964
708	0.01535568742
709	0.01532986048
710	0.01528405709
711	0.0152584104
712	0.01521505147
713	0.01518832495
714	0.01512358313
715	0.01502774668
716	0.01500405997
717	0.01496341067
718	0.01492582203
719	0.01488972846
720	0.01482299784
721	0.01473606517
722	0.01470979218
723	0.01469489193
724	0.01466345645
725	0.01461164039
726	0.01459626738
727	0.01453579716
728	0.01450492605
729	0.01449157881
730	0.01448533057
731	0.01446160818
732	0.01436806287
733	0.01434986178
734	0.0143126542
735	0.014271494
736	0.01424532672
737	0.01421584892
738	0.01418888876
739	0.01414501354
740	0.01410734143
741	0.01403892901
742	0.01399785997
743	0.01396796443
744	0.01392895506
745	0.01389744618
746	0.01388015849
747	0.01384727371
748	0.01380760086
749	0.01375169338
750	0.01370462788
751	0.01366712742
752	0.0136395166
753	0.01361949708
754	0.01357750284
755	0.01353774918
756	0.01349131288
757	0.01345266092
758	0.01344009682
759	0.01343082668
760	0.0133967563
761	0.01338525264
762	0.01335898947
763	0.01333819643
764	0.01330377339
765	0.01326322889
766	0.01324965764
767	0.01323843268
768	0.01320862233
769	0.01316201001
770	0.01313483432
771	0.01312226016
772	0.01309954868
773	0.01308156127
